RPS_Number,StructureName,Description,StreetNumber,StreetAddress,Townland,NIAH_Ref,RMP_REF,Lat,Long
312,Thatched Dwelling,Four-bay single-storey semi-detached thatched dwelling,,"Droghedea Road, Lusk",Corduff Hall,11328001,,53.510538617057,-6.19225436531638
311,Thatched Dwelling,Detached four-bay single-storey thatched dwelling in gated vernacular complex,,"Droghedea Road, Lusk",Corduff (part of),11323014,,53.5073615820526,-6.1941178653945
491,Sluice,On stream feeding into Rogerstown estuary,,,Turvey,,,53.4994182649391,-6.17610159572039
322,Nunnery (in ruins),Remains of monastic site (Priory of St. Mary) and two Grave-slabs,,Ballyboghil Road,Gracedieu,,DU007-015,53.5094497199702,-6.22191219582711
321,Lady's Well & St. Bridget's Well,Site of Holy Wells (2) & Mound. Associated with Gracedieu Nunnery,,Ballyboghil Road,Gracedieu,,DU007-01503 to 01505,53.510311176931,-6.21980212389405
276,Windmill (in ruins),A stabilised ruin in open mounded green in middle of Rush,,Chapel Green,Rush,11324016,DU008-012--,53.5213022077696,-6.10445545081926
273,Gatelodge of Kenure Park,"Gateway, Piers, Railings & Lodge",,Whitestown Road,Rush Demesne,11324008 & 11324009,,53.5233343879438,-6.09988055338135
274,Well,Well at ford,,Farren's Lane,Rush,,DU008-014,53.5245756674957,-6.09665456229231
263,Thatched Dwelling,Four-bay single-storey thatched dwelling with long extension to side,,Skerries Road,Rush,11324024,,53.5267519927672,-6.09102134548739
261,Cricket clubhouse,Former lodge of Kenure Park,,Skerries Road,Rush,11324027,,53.5290951583527,-6.09161361828934
267,,Four-bay single-storey thatched dwelling adoining post office,14,Main Street,Rush,11324021,,53.521926250798,-6.09234828732015
266,,Five-bay two-storey thatched dwelling,16,Main Street,Rush,11324022,,53.5218125048066,-6.08995935948967
264,Old Kilbush House,Seven-bay single-storey thatched dwelling with attic storey,,Kilbush Lane,Rush,11324032,,53.5236515630955,-6.08443821415864
265,Martello Tower,19th century circular military stone martello tower,,Tower Street,Rush,11324023,DU008-015--,53.521125453409,-6.07599091402007
275,Tobar Caillin Holy Well,Holy Well,,Bawn Road,Rush,,DU008-022,53.5181098975169,-6.08825533915732
305,Mound,Earthwork,,Quickpenny Lane,Regles (Lusk),,DU008-008,53.5313467914001,-6.17494470633833
302,Former Lusk National School,Exterior only of 19th century former school,,Chapel Road,Greatcommon (Lusk),11323001,,53.5300473366359,-6.17123887998611
301,St. MacCullin's RC Church,"Church, Graveyard, Enclosure & Gates",,Chapel Road,Lusk,11323003,,53.5298781202599,-6.17034275848402
300,Chaplain's House,Exterior only of early 20th century house,,Chapel Road,Greatcommon (Lusk),,,53.5295398555493,-6.16934352140906
304,Site of Monastic Complex,Covered by greenhouses to rear of buildings on The Green,,The Green,Regles (Lusk),,DU008-01002,53.528896699559,-6.17149217135524
303,Lusk Community Centre,Former Carnegie Library built 1908,,The Green,Greatcommon (Lusk),11323005,,53.5289655197511,-6.17089404527217
86,Standing Stone,In middle of housing development in Balrothery village,,Old Coach Road,Rosepark (Balrothery),,DU005-05702,53.5873595457103,-6.18564364670796
87,Holy Well & Potential Site,In middle of housing development in Balrothery,,Old Coach Road,Rosepark (Balrothery),,DU005-05707,53.5864487054345,-6.18542203233684
85,Castle Tower House,Tower House (in ruins) adjacent to Balrothery Church,,,Glebe South (Balrothery),11309003,DU005-05706,53.5862239046038,-6.18983136840213
84,Former Balrothery Church of Ireland Church,"Church, Inscribed Stone, Graveyard Walls & Gates",,Old Coach Road,Balrothery,2650/2,DU005-05703,53.5865578654001,-6.18980254726307
1,Knocknagin Viaduct,Rail bridge over River Delvin,,off Drogheda Road,Knocknagin,,,53.6335576057196,-6.21347072835615
268,Shamrock Cottage,Four-bay single-storey thatched dwelling at junction of Sandy Road with Main Street,,Sandy Road,Rush,11324019,,53.5225065646129,-6.0967629596258
269,Tigin,"Two-bay single-storey thatched dwelling, near junction with Main Street",,Sandy Road,Rush,11324018,,53.5225049271953,-6.09710733264401
270,Thatched Structure,"Three-bay single-storey former thatched shop adjacent to ""Tigin"" and ""Shamrock Cottage""",,Sandy Road,Rush,11324017,,53.5224591128454,-6.09736614146823
430,,One of terrace of four pairs of semi-detached redbrick houses built in 1859,3,"Carlisle Terrace, Church Road",Malahide,11344048,,53.4494090444355,-6.15376500932187
431,,One of terrace of four pairs of semi-detached redbrick houses built in 1859,4,"Carlisle Terrace, Church Road",Malahide,11344048,,53.4492772751956,-6.15374368660315
432,,One of terrace of four pairs of semi-detached redbrick houses built in 1859,5,"Carlisle Terrace, Church Road",Malahide,11344048,,53.4491314375208,-6.15370752329112
433,,One of terrace of four pairs of semi-detached redbrick houses built in 1859,6,"Carlisle Terrace, Church Road",Malahide,11344048,,53.4490273214635,-6.15368500129987
434,,One of terrace of four pairs of semi-detached redbrick houses built in 1859,7,"Carlisle Terrace, Church Road",Malahide,11344048,,53.4488657117979,-6.15367270190303
435,,One of terrace of four pairs of semi-detached redbrick houses built in 1859,8,"Carlisle Terrace, Church Road",Malahide,11344048,,53.4487548006568,-6.15365820031131
598,Kilrock House & Lodge,Late 19th century three-bay two-storey redbrick house and gatelodge,,Kilrock Road,Howth,11359030 & 11359029,,53.3851698070959,-6.05957551686828
91,Hampton Hall Farm,Former outbuildings of Hampton Hall,,Hampton Lane,Hampton Demesne,,,53.5934310700376,-6.1659911115218
654,Kilsallaghan Castle,Remains of castle ruins,,Fieldstown Road,Castlefarm,,DU011-01104,53.4758765735047,-6.31820691360092
655,Kilsallaghan Motte,Earthwork mound,,Fieldstown Road,Castlefarm,,DU011-01106,53.4751918851743,-6.31828949932464
733,Mound,"Possible ringfort, in SE corner of level arable field (1.75m high)",,"off Lower Road, Strawberry Beds",Astagob,,DU017-007,53.3656778506045,-6.40411558621501
279,St. Maur's Church (in ruins),Church (in ruins) & Graveyard,,Whitestown Road,Whitestown (Rush),11324015,DU008-02101 +-02102,53.5174333232996,-6.12155059036573
272,Rush Library (Former St. Maur's Church),"Renovated Former 19th century Roman Catholic Church, now community centre & library",,Chapel Green,Rush,11324004,,53.5218614136398,-6.10186754726665
254,Castle (in ruins),Remains of tower house,,Skerries Road,Rush Demesne,,DU008-003,53.5389725008585,-6.09419016133277
245,Baldongan Church and Tower (in ruins),"Stone remains of 15th century church, graveyard and site of castle",,,Baldongan,11318008,"DU005-03701, DU005-03702",53.5531310678257,-6.12874180156745
240,St. Mobhi's Church (in ruins) & Graveyard,"Remains of base of church & graveyard, in grounds of Milverton Demesne",,Balcunnin Road,Grange (Holmpatrick),11310003,DU005-02401,53.5693479076116,-6.15250197426449
247,Lime Kiln (double),Stone remains of double limekiln,,Curkeen Hill,Ballykea,,,53.5554883066091,-6.10245376778007
38,Balbriggan Harbour,Harbour with two limestone piers,,,Balbriggan,11305018,,53.6120149065767,-6.1779076894348
157,Ring Barrows,Group of three ring barrows (burial mounds),,Ballyboghil to Devines Cross Road,Broomfield,,DU007-026,53.5276300895277,-6.25023942036639
153,Thatched Dwelling,Five-bay single-storey thatched dwelling,,Drishoge Lane,Drishoge,,,53.5104475931252,-6.29007785998264
152,Genista Cottage,Three-bay two-storey thatched dwelling with bonnetted gable,,"Drishogue Lane, Ballyboghill",Drishoge,,,53.5107650083946,-6.2895150860868
330,Rowlestown House,"House, Out-offices, Gates & Piers",,Rowlestown Village,Rowlestown,11327007,,53.4916703107808,-6.30528603173036
335,Killossery Church (in ruins),"Ecclesiastical remains, church, font, graveyard & enclosure",,Rowlestown Village,Killossery,11327005,DU011-00501 to -00503,53.4885057158312,-6.3044928504394
326,St. Catherine's Church,Ecclesiastical Remains,,Fieldstown to Oldtown Road,Fieldstown,,DU011-00201 + -00202,53.4918490995065,-6.31934241099698
648,Mound site,Earthwork,,off Leas Road,Surgalstown South,,DU011-013,53.4659912374344,-6.29358937675058
647,Mount Ambrose House,"Six-bay two-storey house, out-offices, gates & piers",,Leas Road,Montambrose Little,11334009,,53.4667689783742,-6.28651136876971
365,Motte,Large man-made mound at edge of ravine on north bank of River Ward,,Brackenstown Road,Brazil (Swords),,DU011-027,53.4581127490179,-6.26665838451525
644,Freedagh Mound,Motte possible,,off Fieldstown to Skephubble Rd,Corrstown,,DU011-020,53.4624412147897,-6.31538365860838
323,St. Bridget's Well,Holy Well in a field.,,off Baldurgan Lane,Baldurgan,,DU007-016,53.5026413206154,-6.250595109846
141,Grallagh Church (in ruins) & St. Michael's Well,"Church, Graveyard & Holy Well",,Ashgrove Road,Grallagh,11314007,DU007-001 to 00104,53.5463331154166,-6.33036825646105
142,St. John's Well,Holy Well south of Grallagh Church,,Ashgrove Road,Cottrelstown,,DU007-002,53.5459145609279,-6.33044312978692
158,Motte possible,Oval mound (4m high),,Mallahow Road,Mallahow,,DU004-020,53.5562770007683,-6.30397697184676
159,Saint Canice's Church (RC),Five-bay Roman Catholic Church with bellcote,,Mallahow Road,Damastown,11315002,,53.5559675900533,-6.28573809472618
161,Church (in ruins),Church in ruins with walled graveyard which is still in use,,Hollywood Road,Hollywood Great,,DU004-02301 +-02302,53.5563367198413,-6.26009193189595
170,Mound site,Earthwork,,off Hollywood Road,Parnelstown,,DU007-003,53.548996952794,-6.24798502015825
115,Mound,Bell Barrow (burial mound) on hilltop,,Naul Road,Westown,,DU004-005,53.5802469133953,-6.3073809635641
490,Sluice,On stream north of Rogerstown estuary,,,New Haggard,,,53.5008012819264,-6.17868282768358
83,Church Tower,Medieval tower of Balrothery Church,,,Balrothery,11309002,DU005-05703,53.5865654808552,-6.19014853073036
32,Former Smyth's  Factory,Facades of former Hosiery Factory (incl redbrick structures & buildings with commemorative medallions),,Railway Street (both sides of street),Balbriggan,11305003 & 11305004,,53.6111634520183,-6.18318816831662
662,Kilshane Moat,Possible Motte site.,,N2 (Ashbourne) Road,Kilshane,,DU014-001,53.4329339596772,-6.33839162792553
666,Mound,Earthwork,,"Hollystown Golfcourse, Rathoath Rd",Hollystown,,DU013-004,53.432402170394,-6.38283965596337
671,Lady's Well,Enclosed Holy Well in vaulted structure,,Church Road,Tyrrelstown,11353010,DU013-009,53.4084384502545,-6.3918576189053
469,Balgriffin Park Church,"Ecclesiastical Remains, Church Site, Grave slab fragment",,off Balgriffin Road,Balgriffin Park,,DU015-01201,53.4086192803518,-6.17076838702548
595,Howth Harbour,19th century granite piers and seawalls,,,Howth,11359041,,53.3929629509779,-6.06849215150076
609,Cloghran Church (in ruins) & Graveyard,Site of 18th century church now demolished on site of earlier church. Enclosed graveyard,,Stockhole Lane,Cloghran (Swords),,DU014-00901,53.4328877751595,-6.22785289824042
602,Holy Well,Holy well site,,off Swords Road,Toberbunny,,DU014-023,53.4195956370572,-6.23015721620715
350,Court House,Mid-19th century stone courthouse building,,North Street,Townparks (Swords),11335002,,53.4600009955756,-6.21876821826578
348,,One of pair of semi-detached former Residences of New Borough Female School,42,North Street,Townparks (Swords),11335015,,53.4611265195557,-6.21835259021172
347,,One of pair of semi-detached former Residences of New Borough Female School,44,North Street,Townparks (Swords),11335015,,53.4612997960758,-6.21833337868212
346,Carnegie Library,Three-bay two-storey yellow and red brick library building with projecting central canted bay,,"North Street, Swords",Townparks (Swords),11335007,,53.4615783929937,-6.21820218938678
375,Cemetery,Old graveyard,,Naul Road,Brackenstown,,DU011-032,53.4496149810071,-6.25846142390705
368,Mound,Earthwork,,Naul Road,Knocksedan,,DU011-029,53.4566233097901,-6.26789421103873
131,Ringgfort and site of armorial stone,"Limestone plaque with coat of arms was sited on lands of property called ""The Court""",,Ballymadun Road,Ballymadun,,DU006-00101,53.5299296149497,-6.40238698127634
130,Saint Josephs Church (RC),19th century catholic church,,Ballymadun Road,Ballymadun,11319003,,53.5330885497734,-6.39467136527149
136,Mound site,Earthwork,,Ashgrove Road,Jordanstown,,DU007-012,53.5204856606291,-6.34757408386425
148,Ringfort,"Impressive ringfort (2m high), outer ditch has been filled in",,Brownscross to Ballyboghil Road,Leastown,,DU007-007,53.5347265950704,-6.31235947087158
149,Westpalstown Church (in ruins),"Church, Graveyard & Building",,Newtown Lane,Westpalstown,11321010,DU007-008,53.5280214601812,-6.29968341583069
171,Cosy Cottage,Three-bay single storey thatched dwelling with slated one-bay extension,,Knightstown Road,Johnstown,,,53.5472456846582,-6.23843399655036
634,Killeek Bridge,Road bridge over stream,,Killeek to Brazil Road,Killeek,11342011,,53.4553080763859,-6.27652578140459
633,Killeek Chuch & graveyard,"Ecclesiastical Remains, graveyard still in use",,Killeek Lane,Killeek,11342010,DU011-031,53.4533558563049,-6.27849274707153
641,Chapelmidway Church,Church (ruins) in graveyard enclosure. Graveyard still in use,,off Fieldstown to Skephubble Rd,Corrstown,,DU011-02201,53.4555803977842,-6.31046530333558
119,Thatched Dwelling,Three-bay single-storey thatched house,,"Critchies Lane, off Ardcath Road",Commons Upper (Garristown),,,53.5897846726513,-6.3869944431858
334,Corn Mill Complex & House,Mill complex in ruins & former thatched dwelling,,Rowlestown Village,Killossery,,,53.4890829855831,-6.30530779085422
707,Clonsilla Signal House & Overbridge,Station demolished and replaced by modern structure. Original bridge & signal box remain,,Clonsilla Road,Clonsilla,11353004,,53.3830144118293,-6.42365736738066
424,Rosca,One of pair of semi-detached two-storey two-bay redbrick houses,,Dublin Road,Malahide,,,53.4501930964032,-6.16077072377569
393,,Terrace of seven three-storey 19th century houses incl gates & front railings,3,"Castle Terrace, Dublin Road",Malahide,11344005,,53.4498242780398,-6.15594911515376
395,,Terrace of seven three-storey 19th century houses incl gates & front railings,5,"Castle Terrace, Dublin Road",Malahide,11344005,,53.4499593168306,-6.15581216483008
397,,Terrace of seven three-storey 19th century houses incl gates & front railings,7,"Castle Terrace, Dublin Road",Malahide,11344005,,53.4500507720486,-6.15566607465488
398,,Terrace of four three-bay three-storey 19th century houses incl gates & front railings recessed from street by common garden,1,"Killeen Terrace, Dublin Road",Malahide,11344004,,53.4503242965094,-6.15542737257122
394,,Terrace of seven three-storey 19th century houses incl gates & front railings,4,"Castle Terrace, Dublin Road",Malahide,11344005,,53.4500789394355,-6.15600698740592
391,,Terrace of seven three-storey 19th century houses incl gates & front railings,1,"Castle Terrace, Dublin Road",Malahide,11344005,,53.4498872092699,-6.15631235367235
392,,Terrace of seven three-storey 19th century houses incl gates & front railings,2,"Castle Terrace, Dublin Road",Malahide,11344005,,53.4501893570951,-6.15628100243375
399,,Terrace of four three-bay three-storey 19th century houses incl gates & front railings recessed from street by common garden,2,"Killeen Terrace, Dublin Road",Malahide,11344004,,53.4500141738348,-6.15514646011989
401,,Terrace of four three-bay three-storey 19th century houses incl gates & front railings recessed from street by common garden,4,"Killeen Terrace, Dublin Road",Malahide,11344004,,53.4501365269652,-6.15485289308565
400,,Terrace of four three-bay three-storey 19th century houses incl gates & front railings recessed from street by common garden,3,"Killeen Terrace, Dublin Road",Malahide,11344004,,53.4501676929202,-6.15517568310256
396,,Terrace of seven three-storey 19th century houses incl gates & front railings,6,"Castle Terrace, Dublin Road",Malahide,11344005,,53.4502192662162,-6.15584164340614
390,St. Sylversters Well,Holy Well - enclosed circular stone structure with conical roof,,Old Street,Malahide,11344011,DU012-02301,53.4512401589172,-6.15486752083697
121,"Church (in ruins), Graveyard & Whetstone",Remains of 19th century church & older graveyard,,Chapel Road/Watery Lane,Garristown,11313010,DU003-011,53.5683209967038,-6.38411384386435
146,Former St. Mary's Church of Ireland (in ruins),"Church 'Site of' (also known as Clonmethan Church), outside Oldtown",,Naul Road,Glebe (Clonmethan),11320004,DU007-00601,53.5291709572412,-6.3236490322843
154,Church of the Assumption (RC),19th century catholic church,,Main Street,Ballyboghil,11321005,,53.5209140278065,-6.26751428450153
664,St. Thomas Church,Church of Ireland Church and Graveyard,,Rathoath Road,Hollystown,11346001,,53.4330769372411,-6.37730341122151
660,Church & Graveyard (in ruins),Church in ruins,,Ward Road,Ward Lower,,DU011-03901 + -03902,53.4422021076662,-6.3494391417115
661,Church Well,Holy Well in field adjoining Ward Lower Church,,Ward Road,Ward Lower,,DU011-038,53.4415319564333,-6.35053679222582
623,Dunsoghly Castle,15th century Tower House with its original timber roof,,off N2 Road,Dunsoghly,,DU014-00501,53.4257060717743,-6.31968307431691
674,Cloghran Church (in ruins) & Graveyard,Church in ruins within graveyard,,Rathoath Road,Cloughran (Castleknock),,"DU013-008, DU014-046",53.414456618099,-6.35869462766392
678,Mound,Circular earthern mound incorporated into carpark to form traffic island,,"Blanchardstown Industrial Park, Snugborough Rd",Corduff,,DU013-014,53.403004211707,-6.36943398188085
178,Cairn,Burial mound,,,Barnagerragh,,DU005-01701,53.5833596341411,-6.14198860314762
679,Mound,Comprises a circular round-topped mound (2m high). Notated 'Moat' on OS Map,,off Warrenstown Green,Corduff,,DU013-012,53.4026787986196,-6.38205044145139
669,Enclosure Site,Earthwork,,,Kilmartin,,DU013-001,53.4340146041977,-6.41719240348918
714,St. Catherine's Wells,Holy Well - Two small adjoining low grotto stone lined holy wells,,The Avenue,St. Catherine's Park (Leixlip),11360003,DU017-00201 to -00202,53.3669655787407,-6.47280332076205
720,Coldblow Bridge (remains),"Bridge & piers of old bridge, in grounds of ""Bleach Green"" house",,off Barnhill Cross Roads,Coldblow (Lucan),,DU017-016,53.3586641750113,-6.4522560948385
706,Callaghan Bridge,Bridge over Royal Canal,,"Royal Canal, Clonsilla Road",Clonsilla,11353003,,53.382892932727,-6.42274497055301
700,Former Clonsilla School,Three-storey former school building,,Porterstown Road,Clonsilla,11361001,,53.3801382771788,-6.40732525343248
450,Mound,Earthwork,,Streamstown Lane,Auburn,,DU012-028,53.4380660759359,-6.18277047652086
455,Church (in ruins) & Graveyard,Remains of church,,Chapel Road,Kinsaley,11350033,DU015-00201 +-00202,53.4245488263875,-6.16857157702974
573,,One of pair of redbrick gable-fronted Edwardian houses with traditional timber shops on ground floor,15,Main Street,Howth,,,53.3848849887205,-6.06524022621492
684,Church (in ruins) & Graveyard,Remains of small church & burial ground,,Snugsborough Road,Abbotstown,11354005,"DU013-020, DU014-031",53.3883659677858,-6.35883765973089
680,Ringfort possible,"Remains of platform ringfort (3m high) in grounds of Corduff House, to south west of house",,Old Corduff Road,Corduff,,DU013-015,53.3981982092852,-6.38056456254259
690,Ashton House,"Victorian Italianate house, out-offices, lodge & gates",,Ashtown Road,Ashtown,11362065,,53.3766202760269,-6.33666509284815
764,St. Brigid's Well,Holy Well - marked by cast iron pump,,College Road,Castleknock,,DU017-009,53.3728348750612,-6.36266279273509
757,Farmleigh & Farmleigh Lodge,"Main House, outbuildings, walled garden, gatelodge on Tower Rd & Tower",,Phoenix Park,Castleknock,11362029 & 11362033,,53.3650466662775,-6.36177761201835
756,Glenmaroon House & Glen College complex,"Complex of buildings on both sides of Knockmaroon Hill, incl houses (x2) , lodges, railing & gates",,Knockmaroon Hill,Castleknock,11362043,,53.3561380001034,-6.35509478834638
756,Glenmaroon House & Glen College complex,"Complex of buildings on both sides of Knockmaroon Hill, incl houses (x2) , lodges, railing & gates",,Knockmaroon Hill,Castleknock,11362043,,53.356287822842,-6.35407564571407
768,,one of six Semi-Detached Houses east of St. Brigid's Church,1,Castleknock Road,Castleknock,,,53.3735778514179,-6.36304209378902
769,Parkside House,one of six Semi-Detached Houses east of St. Brigid's Church,2,Castleknock Road,Castleknock,,,53.3737396519673,-6.36260065356689
771,,one of six Semi-Detached Houses east of St. Brigid's Church,4,Castleknock Road,Castleknock,,,53.3739157358774,-6.36279892603099
243,Lady Well,Holy Well - stone structure fed by stream,,Baldongan Road,Balcunnin,,DU005-036,53.5614742810759,-6.14563565448043
308,Castle site,Archaeological site,,Lusk to Skerries Road,Collinstown,,DU008-001,53.5436884755,-6.16279983851162
253,Martello Tower,19th century circular military stone martello tower,,off Skerries Road,Drumanagh,11318004,DU008-00603,53.5403285085684,-6.07794572555286
256,Church (in ruins) & Graveyard,Church (in ruins) in graveyard enclosure,,Skerries Road,Rush Demesne,11324029,DU008-00401+-00402,53.5382353531075,-6.09252512114311
281,St. Maur's Well,Holy Well.,,Spout Road,Whitestown (Rush),,DU008-020,53.5173215364292,-6.12475355609253
271,Thatched Dwelling,Three-bay single-storey thatched dwelling opposite Presbytery & Former St. Maur's Church at Chapel Green,,Sandy Road,Rush,11324005,,53.5214842870996,-6.10156583964319
259,Passage Tomb & Cist,Stone burial sites,,off Skerries Road,Rush,,DU008-01301 +-01302,53.5328120905623,-6.08529725941538
129,Ballymadun Church (in ruins) & Graveyard,"The church with high square tower is in ruins, in graveyard enclosure",,Ballymadun Road,Glebe (Garristown),11319004,DU006-00201 +-00202,53.5328478498033,-6.39770170347543
173,Enclosure,Earthwork,,,Jordanstown,,,53.55553712132,-6.20275749301911
135,"Church (in ruins), Graveyard & Holy Well",Remains of medieval church in circular burial ground. Holy well is small pool to south,,Fieldstown to Garristown Road,Palmerstown,,DU007-01301 to -01303,53.511553420417,-6.3535163549978
653,Saint David's Church (C of I),"Church of Ireland church, plus site of earlier church & Graveyard",,Fieldstown Road,Castlefarm,11333001,DU011-011,53.4764348579229,-6.31807577630487
4,Gormanstown Bridge,Stone bridge over River Delvin,,Gormanstown Road,Tobersool,,DU001-010,53.6287715542,-6.23088411542306
98,Ringfort,Platform type ringfort enclosed by slight fosse,,Toberstown Road,Grange (Balscadden),,DU004-001,53.6073932470628,-6.24463459745857
11,Lady Well,Holy Well,,Flemingtown Lane,Flemingtown,,DU001-004,53.615526380965,-6.21364222152724
3,Passage Grave Cemetery,Group of five mounds (incl group of cairns),,off Drogheda Road,Bremore,,DU002-001,53.6302009998934,-6.19086853037131
54,Maryville/McAvinue House,19th century semi-detached house,,Seapoint Lane,Balbriggan,11305025,,53.6100744980757,-6.1778999921168
55,Seapoint House,Early 19th century house with bowed extension,,Seapoint Lane,Balbriggan,11305024,,53.6102503909824,-6.17783733558411
74,Castle (in ruins),Foundations of square tower house,,,Stephenstown,,DU005-004,53.5972842211761,-6.19760806978654
73,Lady Well,Holy Well,,,Stephenstown,,DU005-003,53.5982253075199,-6.19656691507266
441,Muldowney House,"Three-bay two-storey 19th century house, home of artist Nathenial Hone",,Coast Road,Robswalls (Malahide),11344039,,53.4482664421021,-6.13746227078191
440,Seamount House & Gatelodge,Tudor Revival style house and gatelodge,,Seamount Road,Malahide,11344033 & 11344032,,53.4415096844709,-6.13947032988343
776,Harbour & Boathouse,Small stone harbour and boathouse,,,Lambay Island,,,53.493818914595,-6.03142494517035
775,Lambay Castle,"House comprising Castle, Out-Offices, Memorial, Walled Garden, Rampart Walls & Gates",,,Lambay Island,,DU009-00105 +-00106,53.4916709332418,-6.02518080179351
777,Coastguard Cottages & Enclosed Courtyard,Six coastguard cottages,,,Lambay Island,,DU009-00115,53.4921399689132,-6.02881666111698
778,The White House,Large detached house to south of Coastguard cottages complex,,,Lambay Island,,,53.491329222126,-6.02925433293979
782,Chapel & Enclosure,Small chapel enclosed by hedge and wooden gate to the south of The White House,,,Lambay Island,,DU009-00108 +-00109,53.49263007018,-6.02753657880053
781,Promontory Fort,"Headland protected by triple rampart, known as Garden Fort",,,Lambay Island,,DU009-00113,53.4953925141658,-6.02352171744362
779,Real Tennis Court,Early 20th century enclosed tennis court,,,Lambay Island,,DU009-00110,53.4909595499154,-6.0172129430091
780,Knockbane Cairn & OS Marker,Ordnance Survey Triangulation Station marker on Knockbane Cairn,,,Lambay Island,,DU009-00112,53.4933623303263,-6.01618633293609
422,Robswalls Castle,Five-bay two-storey house connected to 15th century stone tower house,,Coast Road,Robswall (Malahide),11345001,DU012-036,53.4445350150397,-6.12802626469982
421,Hicks Tower,Former Martello Tower adapted for residental use,,Coast Road,Robswalls (Malahide),11344040,DU012-035,53.4476977602556,-6.13566337115818
476,Martello Tower,Former Martello Tower adapted for residental use,,Strand Road,Carrickhill (Portmarnock),11345002,DU012-040,53.4359240696197,-6.12230662656487
445,Motte & Bailey,"Anglo-Norman earthwork of former castle and settlement site, in field north of Wheatfield House",,Blackwood Lane,Sainthelens (Malahide),,DU012-034,53.4375858404533,-6.14612665761133
446,Wheatfield,"House, yard & out-offices, previously known as ""St. Helen's""",,Blackwood Lane,Sainthelens (Malahide),,,53.4357554935155,-6.14584358978184
478,Church (in ruins),"Ecclesiastical Remains, Church, Holy Well, site of Ogham Stone",,Strand Road,Burrow Malahide (Portmarnock),11351005,DU015-007 to -00705,53.427024028705,-6.12796051567055
479,Thatched Dwelling,"L-shaped singel-storey thatched dwelling (formerly two, now linked together)",,"Strand Road, Portmarnock",Burrow Malahide,11351006,,53.4255663890133,-6.13128874802417
475,Mound,Earthwork,,Station Road,Portmarnock,,DU015-014,53.4178188333284,-6.14599626872899
471,Hazelbrook House,Large 18th century country house,,Drumnigh,Hazelbrook,,,53.4276364840206,-6.15508303899919
457,St. Marnock's Church,"Former Presbyterian Church & graveyard, now disused",,Drumnigh Road,Portmarnock,11350030,,53.4224915940496,-6.156022398398
456,Kinsaley Hall,"Three-bay two-storey house, out-offices, lodge & gates",,Chapel Road,Kinsaley,11350007 & 11350008,,53.4266169563052,-6.16452178292555
454,St. Nicholas' Catholic Church,"19th century catholic church, tower & school building",,Malahide Road,Kinsaley,11350003,,53.4253785152517,-6.17601947249602
453,Milestone,Cast-iron milestone in granite setting in boundary wall of Abbeville House,,Malahide Road,Abbeyville,,,53.4279278004637,-6.17792060090913
458,Emsworth,"Five-bay two-storey house, designed by James Gandon & Out-offices",,Malahide Road,Bohammer,11350010,,53.4215529903908,-6.1824124288018
452,Abbeville House,Nine-bay two-storey 18th century house &  outbuildings,,Malahide Road,Abbeyville,11350002,,53.4271605484599,-6.18452173317637
460,St. Doolaghs Park,Five-bay two-storey 19th century house & gates,,Malahide Road,Saintdoolaghs,11350019 & 11350018,,53.4142571314261,-6.17562017586399
463,Belcamp Hall,"""Belcamp College"" school complex (incl House, Chapel, Washington Monument, bridge, ballcourt, & ice-house)",,"Belcamp College, N32 Road",Belcamp,11350024,DU015-033,53.4074466253824,-6.18741093293274
461,Gatelodge of St Doolaghs Park,"Former Gatelodge to St Doolaghs Park, now in separate ownership",,Malahide Road,Saintdoolaghs,,,53.4156235601118,-6.17790968721074
468,Wellfield House,Five-bay two-storey house with belvedere,,Malahide Road,St. Doolaghs,11350021,,53.4127600720435,-6.17878825321147
464,Kinsaley House,Five-bay two-storey 18th century house with farmyard complex,,Chapel Road,Kinsaley,11350009,,53.4230271602376,-6.16764191767944
451,Lime Kiln,Remains of stone limekiln,,"Felrim Quarry, Feltrim Road",Feltrim Hill,,,53.4378363722858,-6.19081552142397
448,Auburn House,"House, Out-Offices & Pigeon Loft",,Dublin Road,Auburn (Malahide),,,53.4430307057704,-6.18059920327443
447,Milestone,Freestanding cast-iron milestone in granite setting at footpath near entrance to Little Auburn House,,Dublin Road,Auburn (Malahide),11344043,,53.4421061540398,-6.17454598234977
605,Mound,Earthwork,,off Clonshaugh Road,Cloghran (Swords),,DU015-001,53.4288121140094,-6.21044679059585
606,Former Cloghran Stud Farm,"Main house (former Glebe House) & entrance gates, excluding stable complex",,Stockhole Lane,Swords Glebe (part of),,,53.4310315354284,-6.22134141032437
611,Castlemoate House,"Five-bay two-storey house, out-offices & gates",,Swords Road,Cloghran (Swords),,,53.4329570601239,-6.23011935355893
612,1937 Terminal Building,Original terminal building in International Modernist Style,,Dublin Airport,Collinstown,11349006,,53.4293310189884,-6.24621380425612
608,Holy Well,Enclosed stone well at base of steps under tree in field,,"off Stockhole Lane, Cloghran",Swords Glebe (part of),,,53.4328788347311,-6.22405113445844
371,St. Werburgh's Well,Holy Well - A small well enclosed by a low stone wall in a wet drain,,"Airside Business Park, Lakeshore Drive",Crowcastle (Swords),,DU011-045,53.4498353815826,-6.21637335477298
366,Old Knocksedan Post House,Three-bay two-storey house with seven-bay two-storey wing. Cast-iron wall-mounted postbox in end wall,,Naul Road,Brazil,11342005,,53.4588446547715,-6.26794318114244
