REG_NO,RATING,NUMBER,NAME,STREET1,STREET2,TOWN,COUNTY,TOWNLAND,BUILDINGTYPE,DATEFROM,DATETO,COMPOSITION,APPRAISAL,LINK_WEBRECORD,LINK_WEBIMAGE,LONG,LAT
11334001,National,,Rathbeale Hall,Rathbeale Road,,Swords,Dublin,RATHBEAL,country house,1670,1690,"Detached five-bay three-storey over basement house, c.1680, incorporating the fabric of an earlier tower house.  Remodelled c.1750 with a Palladian façade, curved sweeps and seven-bay two-storey flanking wings.  Extended to north-east, c.1850, comprising ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11334001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11334001_1.jpg,-6.26710207879651,53.4725459417882
11334002,Regional,,Rathbeale Hall,,,Swords,Dublin,RATHBEAL,gate lodge,1830,1870,"Detached two-bay single-storey gate lodge, c.1850, with recessed entrance bay.ROOF: Hipped, natural slate, cast-iron gutters, single centrally placed rendered chimney stack. WALLS: Rendered wall, quoined dressed corners. OPENINGS: Square headed windows,",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11334002,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11334002_1.jpg,-6.27265123257494,53.4738663883727
11334003,Regional,,Rathbeale Hall,Rathbeale Road,,Swords,Dublin,RATHBEAL,gate lodge,1860,1900,"Detached two-bay single-storey gate lodge, c.1880, on an L-shaped plan.  Single-storey flat-roofed extension to rear, c.1940.ROOF: Hipped slate with clay ridge tiles, two machine cut red brick chimney stacks, timber eaves, cast-iron rainwater goods. WAL",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11334003,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11334003_1.jpg,-6.26466335195037,53.4747300731854
11334004,Regional,,Rathbeale Hall,Rathbeale Road,,Swords,Dublin,RATHBEAL,farmyard complex,1740,1760,"Detached four-bay single-storey limestone stable block, c.1750, on an L-shaped plan with elliptical-headed openings.  Four-bay double-height outbuilding, c.1980, to north with open arcade and corrugated-iron barrel roof.ROOF: Double pitched, gabled to r",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11334004,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11334004_1.jpg,-6.26679008654638,53.473179419781
11334005,Regional,,Rathbeale Hall,Rathbeale Road,,Swords,Dublin,RATHBEAL,outbuilding,1840,1860,"Detached single-bay two-storey over raised basement outbuilding, c. 1850.  Incorporating fabric of earlier range, c.1750, in arcaded basement.ROOF: Formerly  double pitched roof, now only gable end remainding, steel bracing within and steel tie bars sec",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11334005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11334005_1.jpg,-6.26634989644493,53.4732628907273
11334006,Regional,,Rathbeale Hall,Rathbeale Road,,Swords,Dublin,RATHBEAL,farmyard complex,1740,1760,"Detached two-bay single-storey limestone outbuilding, c.1750, with elliptical-arched opening.  Pair of detached six-bay single-storey stone outbuildings, c.1850, with square and elliptical-arched openings.  Pair of cast-iron gates with gate piers.  Arrang",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11334006,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11334006_1.jpg,-6.266601725402,53.4729969661451
11334007,Regional,,Rathbeale Hall,Rathbeale Road,,Swords,Dublin,RATHBEAL,farmyard complex,1720,1800,"Detached carriage house, c.1760, set on one side of courtyard.  Stone piers with cast-iron gates leading to lower courtyard.ROOF: Hipped slate roofs, terracotta ridge tiles. WALLS: Rubble stone, cut stone voussoirs to carriage arches.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11334007,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11334007_1.jpg,-6.26660022263549,53.4726644627856
11334008,Regional,,Leas House,,,,Dublin,LEAS,farmyard complex,1830,1870,"Detached five-bay two-storey house, c.1850, with gable-fronted projecting entrance porch.  Farmyard complex to rear.  Cast-iron entrance gates and railings to north-east.ROOF: Double pitched slate roof with ridge tiles, concrete copings, nap rendered ch",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11334008,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11334008_1.jpg,-6.27325168646391,53.4661291531921
11334009,Regional,,Mount Ambrose House,,,,Dublin,MOUNTAMBROSE LITTLE,farmyard complex,1840,1880,"Detached six-bay two-storey house, c.1860, with canted side elevation to right-hand side.  Complex of rubble stone farm buildings to rear.ROOF: Double pitched; hipped; slate; terracotta ridge tiles; rough cast rendered chimney stacks; double pitched sla",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11334009,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11334009_1.jpg,-6.28682508384952,53.4667469677769
11334010,Regional,,Roganstown House,,,,Dublin,ROGANSTOWN,farmyard complex,1820,1860,"Detached seven-bay two-storey house, c.1840, on a T-shaped plan with central projecting balustraded entrance porch.  Single-bay single-storey gable-fronted extension, c.1880, to left-hand side having canted bay window.  Farmyard, c.1840, to rear.ROOF: D",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11334010,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11334010_1.jpg,-6.32916690822024,53.3910016983757
11335002,Regional,,Swords Courthouse,North Street,,Swords,Dublin,TOWNPARKS (NS. BY.),court house,1840,1845,"Detached three-bay single-storey courthouse built 1843,  with double-height central block and flanking single-storey recessed wings.  Designed by Alexander Tate.ROOF: Hidden behind parapet wall, double pitched; hipped slate; terracotta roof ridge tiles;",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335002,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335002_1.jpg,-6.21876861513748,53.4600002572859
11335003,Regional,,Swords Parochial House,Seatown Road,,Swords,Dublin,SWORDS DEMESNE,presbytery/parochial/curate's house,1890,1900,"Detached three-bay two-storey red brick house, c.1895, with recessed entrance porch flanked by projecting full height bays, having two-storey return to rear.  Single-storey lean-to to left-hand side. J. Kelly Freeman, designed this building and exhibited ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335003,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335003_1.jpg,-6.32916690822024,53.3910016983757
11335004,Regional,,Accord,Seatown Road,,Swords,Dublin,TOWNPARKS (NS. BY.),house,1885,1895,"Detached three-bay two-storey roughly dressed rubble stone house, c.1890, with gable over central bay.  Formerly residence of school teacher at Saint Colmcille's Male National School.ROOF: Double pitch roof; with gable fronted roof projecting from centr",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335004,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335004_1.jpg,-6.21725331670623,53.4602292563548
11335005,Regional,,Swords Youth and Resource Centre,Seatown Road,,Swords,Dublin,TOWNPARKS (NS. BY.),building misc,1855,1875,"Detached six-bay two-storey former school, c.1865, with recessed end bays.  Two-bay single-storey wing to left, c.1890.  Now in use as training centre and crèche.ROOF: Hipped slate roof; rendered chimney stacks; two-bay extension to left; with double pi",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335005_1.jpg,-6.21697605887966,53.4603778803051
11335006,Regional,,FAS Training Centre,,,Swords,Dublin,TOWNPARKS (NS. BY.),building misc,1885,1895,"Detached thirteen-bay single-storey former school, c.1890. Three-bay gable-fronted extension to rear and five-bay single-storey rendered extension to right-hand side, built 1924.ROOF: Double pitched roof with over hanging timber eaves supported by timbe",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335006,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335006_1.jpg,-6.21744289559045,53.4610947491036
11335007,Regional,,Swords Carnegie Free Library,North Street,,Swords,Dublin,TOWNPARKS (NS. BY.),library/archive,1905,1915,"Detached three-bay two-storey yellow and red brick former Carnegie Free library, built 1908, with projecting canted central bay.  Now in use as museum.ROOF: Hipped roof; projecting hipped roof running perpendicular to main roof; slate; terracotta ridge ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335007,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335007_1.jpg,-6.21823592106245,53.4615738592519
11335008,Regional,,Scotchstone Bridge,Balheary Road,,Swords,Dublin,BALHEARY DEMESNE,bridge,1860,1900,"Double-arch rubble stone humpback road bridge over river, c.1880.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335008,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335008_1.jpg,-6.21883033954384,53.4639191047318
11335009,Regional,,Newtown House,Balheary Road,,Swords,Dublin,NEWTOWN (NS. BY.),house,1750,1770,"Detached five-bay two-storey over basement former house with dormer attic, c.1760, having three-bay central gabled breakfront and return to rear.  Single- and two-storey extensions, c.1995, to rear.  Now in use as offices.ROOF: L-shape hipped slate roof",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335009,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335009_1.jpg,-6.22353121266329,53.4699828212536
11335010,Regional,,,,,Swords,Dublin,LISSENHALL LITTLE,house,1780,1800,"Detached three-bay two-storey over basement house, c.1790, flanked by single-bay two-storey extension.  Farmyard complex to west and north.ROOF: Hipped with timber eaves; slate; two rendered chimney stacks; terracotta ridge tiles; cast iron rainwater go",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335010,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335010_1.jpg,-6.21230643016712,53.4776152393651
11335011,Regional,,Lissenhall Bridge,,,Swords,Dublin,LISSENHALL GREAT,bridge,1890,1900,"Double-span bridge, built 1895, comprising two lintel spans.  Limestone piers and cast-iron railings to road.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335011,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335011_1.jpg,-6.20934464622232,53.4688993189087
11335012,Regional,,Lissenhall Bridge,,,Swords,Dublin,LISSENHALL GREAT,bridge,1900,1905,"Double-span road bridge, enlarged 1903, containing fabric of earlier bridge.  Red brick and vitrified curved brick coping to parapet, with recessed rendered panels.  Cast-iron I-beams supporting parapet.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335012,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335012_1.jpg,-6.20974466097298,53.4686986355775
11335013,Regional,,,Rathbeale Road,,Swords,Dublin,TOWNPARKS (NS. BY.),post box,1940,1960,"Freestanding cast-iron post box, c.1950.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335013,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335013_1.jpg,-6.22463494206501,53.4601415285196
11335014,Regional,,,Rathbeale Road,,Swords,Dublin,COMMONS WEST,house,1800,1860,"Detached three-bay single-storey thatched house, c.1830, with flat-roofed projecting entrance porch.ROOF: Double pitched thatched roof; gabled to right; hipped to left; rendered chimney stack; felt covering to porch. WALLS: Rough cast render to all elev",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335014,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335014_1.jpg,-6.32916690822024,53.3910016983757
11335015,Regional,42 - 44,Saint Colmcille's Parish Office,North Street,,Swords,Dublin,TOWNPARKS (NS. BY.),church hall/parish hall,1880,1900,"Pair of semi-detached three-bay two-storey former school residences, c.1890, with gables over central bays, canopies over entrances, and retaining original fenestration.  One now in use as parish office.ROOF: Double pitched slate roof with projecting ea",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335015,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335015_1.jpg,-6.21832583618142,53.4612247442076
11335016,Regional,38 - 40,,North Street,,Swords,Dublin,TOWNPARKS (NS. BY.),house,1870,1910,"Detached four-bay two-storey ashlar sandstone house, c.1890, with gable-fronted projecting entrance porch and having three-bay single-storey wing to south.  Now also in use as retail outlet.ROOF: Double pitched roof; stone coping to gable ends;  PVC gut",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335016,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335016_1.jpg,-6.22754461888315,53.4611372712983
11335017,Regional,,,Balheary Road,,Swords,Dublin,BALHEARY DEMESNE,bridge,1880,1900,"Single-arch ashlar limestone road bridge over river, c.1890.  Enlarged c.1930 with flanking lintel headed openings",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335017,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335017_1.jpg,-6.22139819708423,53.471649440627
11335018,Regional,,Balheary Bridge,,,Swords,Dublin,BALHEARY DEMESNE,bridge,1820,1880,"Double-arch ashlar granite road bridge over river, c.1850.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335018,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335018_1.jpg,-6.21251565229158,53.4701329805672
11335019,Regional,,Lissenhall Bridge,,,Swords,Dublin,BALHEARY DEMESNE,bridge,1740,1780,"Five-arch random rubble road bridge over river, c.1760, with triangular cut waters to upstream side.  Possibly incorporating fabric of pre-1600  bridge.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335019,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335019_1.jpg,-6.21229576493193,53.4710642402954
11335020,Regional,,Murray's Bridge,,,Balheary,Dublin,BALHEARY,bridge,1750,1810,"Double-span granite bridge over river, c.1780, with round-headed and lintel arches.  Altered to one side, c.1980.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335020,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335020_1.jpg,-6.21840747188353,53.4610731987927
11335021,Regional,,Church of the Immaculate Conception,,,Balheary,Dublin,BALHEARY,church/chapel,1840,1870,"Detached gable-fronted Roman Catholic church, c.1855.  Five-bays to side elevations, with single-bay gabled projecting porch to south side.  Single-bay chancel to west having single-bay sacristy attached to north side.ROOF: Double pitched; slate; terrac",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335021,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335021_1.jpg,-6.23565686070617,53.4815478589161
11335022,Regional,,Sommerville,,,Balheary,Dublin,BALHEARY,house,1870,1890,"Detached five-bay two-storey house, c.1880, with off-centre canted bay, gablets to terminating bays and return to rear.  Farm building attached to east.  Farmyard complex to rear.ROOF: Double pitched slate roof with terracotta ridge tiles; timber finial",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11335022,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11335022_1.jpg,-6.23097414219259,53.4836622048238
11336001,Regional,,,,,Donabate,Dublin,DONABATE,water pump,1880,1900,"Cast-iron water pump, c.1890, on a limestone plinth.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336001_1.jpg,-6.1539514215331,53.485237461419
11336002,Regional,,Newbridge Demense,Newbridge Demesne,Hearse Road,Donabate,Dublin,NEWBRIDGE DEMESNE,demesne walls/gates/railings,1750,1790,"Vermiculated granite entrance gate piers, c.1770, capped by crown finials.  Flanked by smaller piers to form pedestrian entrances.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336002,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336002_1.jpg,-6.16235707250115,53.480388756117
11336003,Regional,,Newbridge Demense,Hearse Road,,Donabate,Dublin,NEWBRIDGE DEMESNE,demesne walls/gates/railings,1780,1800,"Rusticated granite entrance gate piers, c.1790, with reproduction cast-iron gates and coursed limestone rubble wall with granite coping.  Entrance rebuilt 1986.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336003,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336003_1.jpg,-6.17760582962765,53.482060155628
11336004,Regional,,Mack's Bridge,Newbridge Demesne,,Donabate,Dublin,NEWBRIDGE DEMESNE,bridge,1760,1800,"Single-arch humpback road bridge c.1780, with carved limestone archivolt and keystones.  Random rubble stone parapet walls with wrought-iron railings and ashlar piers.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336004,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336004_1.jpg,-6.16248975439242,53.4808041589935
11336005,Regional,,Newbridge Demesne,,,Donabate,Dublin,NEWBRIDGE DEMESNE,bridge,1790,1810,"Single-arch road bridge, c.1800, with random rubble stone parapet walls having cut limestone coping and terminated by square piers on vermiculated plinths.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336005_1.jpg,-6.17308544156543,53.484884630535
11336006,Regional,,,,,,Dublin,SEAPOINT,house,1840,1860,"Detached eleven-bay two-storey former stable block, c.1850, now in use as detached house.  Rubble stone outbuildings to site.ROOF: Double-pitched; slate; gabled; clay ridge tiles; rendered chimney stacks; uPVC rainwater goods. WALLS: Rrandom coursed rub",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336006,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336006_1.jpg,-6.19064172363428,53.4646096379734
11336007,Regional,,,,,,Dublin,BALLYMADROUGH,bridge,1720,1780,"Double-arch random rubble stone bridge over river, c.1750, now disused.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336007,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336007_1.jpg,-6.18753852923415,53.4667551936823
11336009,Regional,,,,,,Dublin,BALLYMADROUGH,demesne walls/gates/railings,1720,1760,"Entrance gates, c.1740, comprising quadrant wall with four piers, one pier having carved stone capping.  Single cast-iron gate, c.1880.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336009,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336009_1.jpg,-6.26089992202474,53.4507455938986
11336010,Regional,,,,,Lissenhall,Dublin,LANESTOWN,water pump,1880,1900,"Cast-iron water pump, c.1890, on a limestone plinth.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336010,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336010_1.jpg,-6.19146170860399,53.4807341263503
11336011,Regional,,The Cottage,The Square,,Donabate,Dublin,DONABATE,house,1830,1850,"Detached five-bay two-storey house, c.1840, with projecting entrance porch and having single-bay single-storey addition to east.  Two-bay single-storey extension to north, c.1998.ROOF: Double-pitched; terracotta ridge tiles; brick stacks; clay pots. WAL",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336011,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336011_1.jpg,-6.15408006203355,53.4850507406694
11336013,Regional,,Saint Patrick's Church of Ireland Church,,,Donabate,Dublin,DONABATE,church/chapel,1750,1800,"Detached Church of Ireland church, c.1775, with two bays to side elevations adjoining two-bay apse to east.  Single-bay gable-fronted projecting entrance porch to south elevation.  Single-bay vestry with extension to north elevation.  Pre-1700 rubble ston",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336013,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336013_1.jpg,-6.15434389034833,53.4855670269603
11336014,Regional,,Donabate Railway Station,,,Donabate,Dublin,BEAVERSTOWN,bridge,1850,1870,"Single-arch ashlar limestone road bridge over railway line, c.1860, with cast-iron gate and concrete steps leading to station platform.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336014,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336014_1.jpg,-6.15149065634739,53.4853521703372
11336015,Regional,,Donabate Railway Station,,,Donabate,Dublin,BEAVERSTOWN,railway station,1850,1870,"Detached eight-bay single-storey red brick railway station, c.1860, with central gable-fronted projecting porch.  Single-bay single-storey red brick public convenience to north.  Single-storey outbuildings on east platform.  Cast-iron pedestrian bridge sp",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336015,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336015_1.jpg,-6.15129357345125,53.4857265386134
11336016,Regional,,Donabate Cemetery,,,Donabate,Dublin,BEAVERSTOWN,graveyard/cemetery,1840,1900,"Cemetery, with various cut stone grave markers from c.1870 to present.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336016,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336016_1.jpg,-6.15003667795204,53.4855273570719
11336018,Regional,,Donabate Railway Station,,,Donabate,Dublin,BEAVERSTOWN,house,1880,1900,"Detached two-bay two-storey red brick station master's house, c.1890, with two-bay two-storey return to rear.  Five-bay two-storey extension to rear, c.1999.ROOF: Double-pitched; slate; terracotta roof ridge tiles; red brick chimney stacks; yellow clay ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336018,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336018_1.jpg,-6.15128633171546,53.4855467036412
11336022,Regional,,Smyth's Pub,,,Donabate,Dublin,CORBALLIS (NS. BY.),house,1830,1850,"Detached six-bay two-storey former house, c.1840.  Single-bay extension to right, rear elevation and return, c.1895.  Single-storey extension to rear, c.1999.  Now in use as public house.ROOF:Concrete M-profile; slate roof with terracotta ridge tiles; n",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336022,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336022_1.jpg,-6.15112168066305,53.4851757237761
11336023,National,,Seafield House,,,Donabate,Dublin,BALLYMADROUGH,farmyard complex,1850,1860,"Multiple-bay two-storey farmyard complex, c.1855, on an L-shaped plan with integral carriageway arches and square profile clock tower arranged around a courtyard. Detached three-bay carriage house and detached outbuilding to south side of courtyard.ROOF",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336023,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336023_1.jpg,-6.17601320423854,53.4721331520863
11336024,National,,Seafield House,,,Donabate,Dublin,BALLYMADROUGH,country house,1740,1760,"Detached five-bay three-storey over basement Palladian villa, c.1750, with advanced tetrastyle granite Doric portico, balustrade to parapet and having curved quadrant wall to right side. Sandstone and granite steps to entrance with nap rendered plinth wal",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336024,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336024_1.jpg,-6.17534554047499,53.4722487596481
11336025,Regional,,Kilcrea House,,,,Dublin,KILCREA,house,1780,1820,"Detached five-bay two-storey house c.1800, with single-bay two-storey parallel range to south-east and two-bay two-storey return to north-east.  Renovated and refenestrated c.1985, with projecting entrance porch added to return.  Several outbuildings and ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336025,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336025_1.jpg,-6.16765849959156,53.474826914098
11336026,Regional,,,,,Donabate,Dublin,DONABATE,forge/smithy,1820,1880,"Four-bay single-storey house, c.1850, with gable-fronted projecting porch.  Single-storey outbuilding attached to east gable, which is attached to former forge to north.  Rubble stone outbuildings on an L-shaped plan attached to south elevation.ROOF: Do",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336026,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336026_1.jpg,-6.15875068021394,53.4812228448878
11336027,Regional,,,,,,Dublin,KILCREA,bridge,1840,1880,"Metal railway bridge spanning between stone piers, c.1860, with alterations, c.1960.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336027,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336027_1.jpg,-6.15337950752564,53.4723964096883
11336028,Regional,,Corballis House,,,,Dublin,CORBALLIS (NS. BY.),house,1800,1860,"Detached three-bay two-storey house with dormer attic, c.1830, having central projecting two-storey bay and flanked by single-storey extensions.  Return to rear.  Single-storey former farm building attached to south elevation, now converted to dwelling.  ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11336028,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11336028_1.jpg,-6.14103568323359,53.4739662092747
11337001,National,,Balcarrick Martello Tower,,,,Dublin,BALCARRICK,martello tower,1800,1810,"Martello tower, c.1805, on a circular plan with tapered profile, having machicolation supported by brackets over raised entrance.  Raised extension to roof.ROOF: Rendered circular extension to roof. WALLS: Coursed rubble with lime render; projecting mac",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11337001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11337001_1.jpg,-6.11537221293838,53.4783267006068
11341001,Regional,,Corrstown House,,,,Dublin,CORRSTOWN,house,1830,1850,"Detached four-bay two-storey house, c.1850, with four-bay two-storey block, c.1800, attached to rear.  Two-bay two-storey projecting extension, c.1875, to north east, with two-bay two-storey block, c.1780, attached to rear.  Farmyard to rear.  Set in grou",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11341001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11341001_1.jpg,-6.32265889583961,53.45967147896
11342001,Regional,,Knocksedan Bridge,Naul Road,,Swords,Dublin,KNOCKSEDAN,bridge,1780,1820,"Single-arch stone road bridge over river, c.1800, with tapered abutments and plaque. Plaque inscribed 'Erected to commemorate/point of assembly/for Fingal Volunteers/prior to/battle of Ashbourne/East week 1916'.WALLS: Coursed rubble stone, concrete copi",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11342001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11342001_1.jpg,-6.26689217048341,53.45737453183
11342003,Regional,,Brackenstown Estate,,,,Dublin,BRACKENSTOWN,demesne walls/gates/railings,1820,1860,"Entrance gateway, c.1840, comprising six rusticated granite piers with moulded cornices and square cappings having cast-iron double gates to centre.  Flanked by pair of square-headed pedestrian gateways and curved quadrant walls. Detached three-bay single",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11342003,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11342003_1.jpg,-6.3493351272268,53.3871941384637
11342004,Regional,,Knocksedan House,,,,Dublin,KNOCKSEDAN,house,1750,1770,"Detached three-bay three-storey house, c.1760, retaining original fenestration and block and start stone doorcase.  Rear extension and coach house to north.ROOF: Hidden behind parapet wall. Hipped roof and rough-cast rendered chimney stacks. WALLS: Roug",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11342004,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11342004_1.jpg,-6.26635837163276,53.4556953858401
11342005,Regional,,Old Knocksedan Post House,,,,Dublin,KNOCKSEDAN,house,1750,1850,"Detached three-bay two-storey former house, c.1800, with advanced gabled breakfront.  Seven-bay two-storey wing attached to north.  Formerly in use as post house, now vacant.  Wall-mounted post box set into end wall.ROOF: Hipped and double pitched; slat",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11342005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11342005_1.jpg,-6.26790345794955,53.458791021123
